Date,Adj Close
2017-01-03,75.50448608398438
2017-01-04,77.37816619873047
2017-01-05,76.48245239257812
2017-01-06,77.50611877441406
2017-01-09,78.12763977050781
2017-01-10,77.53353881835938
2017-01-11,74.51738739013672
2017-01-12,76.64698791503906
2017-01-13,77.34162139892578
2017-01-17,78.59376525878906
2017-01-18,78.15506744384766
2017-01-19,78.11849212646484
2017-01-20,76.54643249511719
2017-01-23,77.5792236328125
2017-01-24,77.14966583251953
2017-01-25,78.4475326538086
2017-01-26,76.21739959716797
2017-01-27,75.33997344970703
2017-01-30,76.42760467529297
2017-01-31,79.77281951904297
2017-02-01,80.98839569091797
2017-02-02,80.47659301757812
2017-02-03,81.60078430175781
2017-02-06,82.24058532714844
2017-02-07,82.56047058105469
2017-02-08,83.23682403564453
2017-02-09,83.76693725585938
2017-02-10,83.32820892333984
2017-02-13,82.69757080078125
2017-02-14,83.00833129882812
2017-02-15,83.33736419677734
2017-02-16,82.88311767578125
2017-02-17,83.28690338134766
2017-02-21,83.51630401611328
2017-02-22,83.81912231445312
2017-02-23,84.06689453125
2017-02-24,84.57160186767578
2017-02-27,84.17700958251953
2017-02-28,83.97512817382812
2017-03-01,84.6358413696289
2017-03-02,84.36973571777344
2017-03-03,84.6358413696289
2017-03-06,82.58027648925781
2017-03-07,81.1946029663086
2017-03-08,81.74520111083984
2017-03-09,81.31391143798828
2017-03-10,81.03860473632812
2017-03-13,81.8002700805664
2017-03-14,81.49742126464844
2017-03-15,82.1122817993164
2017-03-16,80.7541275024414
2017-03-17,80.32283020019531
2017-03-20,79.75389099121094
2017-03-21,78.83622741699219
2017-03-22,78.80870056152344
2017-03-23,78.9096450805664
2017-03-24,79.43269348144531
2017-03-27,80.27696228027344
2017-03-28,80.29531860351562
2017-03-29,82.13980102539062
2017-03-30,81.8002700805664
2017-03-31,81.21298217773438
2017-04-03,80.13931274414062
2017-04-04,79.77223205566406
2017-04-05,80.00166320800781
2017-04-06,80.42378234863281
2017-04-07,80.40542602539062
2017-04-10,81.1579360961914
2017-04-11,80.63483428955078
2017-04-12,79.67130279541016
2017-04-13,79.53366088867188
2017-04-17,79.50611114501953
2017-04-18,75.76206970214844
2017-04-19,75.11053466796875
2017-04-20,75.58770751953125
2017-04-21,74.569091796875
2017-04-24,74.27545928955078
2017-04-25,74.78016662597656
2017-04-26,74.5599136352539
2017-04-27,75.3582992553711
2017-04-28,75.29405212402344
2017-05-01,75.69781494140625
2017-05-02,75.85382080078125
2017-05-03,75.86300659179688
2017-05-04,79.4051742553711
2017-05-05,78.81787109375
2017-05-08,79.46025085449219
2017-05-09,80.33201599121094
2017-05-10,80.88260650634766
2017-05-11,81.5433349609375
2017-05-12,81.4423828125
2017-05-15,82.51605224609375
2017-05-16,81.78192138671875
2017-05-17,79.1757583618164
2017-05-18,79.88997650146484
2017-05-19,82.16622161865234
2017-05-22,82.46114349365234
2017-05-23,82.1938705444336
2017-05-24,82.9126968383789
2017-05-25,83.96324920654297
2017-05-26,83.86186981201172
2017-05-30,83.8895263671875
2017-05-31,84.57148742675781
2017-06-01,85.83403015136719
2017-06-02,86.239501953125
2017-06-05,85.99992370605469
2017-06-06,84.49775695800781
2017-06-07,84.71894836425781
2017-06-08,84.38717651367188
2017-06-09,84.87560272216797
2017-06-12,85.1152114868164
2017-06-13,85.70499420166016
2017-06-14,86.53441619873047
2017-06-15,87.0228271484375
2017-06-16,85.2718734741211
2017-06-19,86.39618682861328
2017-06-20,85.93540954589844
2017-06-21,88.11949920654297
2017-06-22,88.81066131591797
2017-06-23,88.3038101196289
2017-06-26,88.4604721069336
2017-06-27,88.03655242919922
2017-06-28,88.81988525390625
2017-06-29,88.24851989746094
2017-06-30,87.114990234375
2017-07-03,87.27165985107422
2017-07-05,87.75089263916016
2017-07-06,85.25344848632812
2017-07-07,86.54364013671875
2017-07-10,85.23502349853516
2017-07-11,84.94932556152344
2017-07-12,85.89854431152344
2017-07-13,85.57599639892578
