Date,Adj Close
2017-01-03,164.30967712402344
2017-01-04,165.65802001953125
2017-01-05,165.54244995117188
2017-01-06,163.37542724609375
2017-01-09,163.27914428710938
2017-01-10,163.65475463867188
2017-01-11,167.0353240966797
2017-01-12,168.03701782226562
2017-01-13,168.34518432617188
2017-01-17,166.62120056152344
2017-01-18,167.5650634765625
2017-01-19,165.38833618164062
2017-01-20,165.17645263671875
2017-01-23,161.59365844726562
2017-01-24,162.08485412597656
2017-01-25,161.323974609375
2017-01-26,159.397705078125
2017-01-27,158.30943298339844
2017-01-30,158.559814453125
2017-01-31,158.18418884277344
2017-02-01,154.6687469482422
2017-02-02,156.35421752929688
2017-02-03,156.74911499023438
2017-02-06,154.36053466796875
2017-02-07,153.31072998046875
2017-02-08,156.72984313964844
2017-02-09,158.75242614746094
2017-02-10,158.0011749267578
2017-02-13,156.40237426757812
2017-02-14,158.30943298339844
2017-02-15,157.8374786376953
2017-02-16,155.0540313720703
2017-02-17,155.6222686767578
2017-02-21,155.20811462402344
2017-02-22,153.7922821044922
2017-02-23,151.9045867919922
2017-02-24,151.52890014648438
2017-02-27,151.15333557128906
2017-02-28,150.83547973632812
2017-03-01,150.9029083251953
2017-03-02,151.55784606933594
2017-03-03,149.62196350097656
2017-03-06,148.5625457763672
2017-03-07,146.3858642578125
2017-03-08,149.48715209960938
2017-03-09,149.42935180664062
2017-03-10,148.29287719726562
2017-03-13,148.6588592529297
2017-03-14,148.0424346923828
2017-03-15,147.28158569335938
2017-03-16,147.7534942626953
2017-03-17,146.78073120117188
2017-03-20,146.81927490234375
2017-03-21,145.64427185058594
2017-03-22,145.750244140625
2017-03-23,145.27810668945312
2017-03-24,144.26641845703125
2017-03-27,142.40687561035156
2017-03-28,142.9464111328125
2017-03-29,144.20863342285156
2017-03-30,143.24508666992188
2017-03-31,142.85006713867188
2017-04-03,140.19078063964844
2017-04-04,137.82054138183594
2017-04-05,137.531494140625
2017-04-06,137.35804748535156
2017-04-07,136.86668395996094
2017-04-10,137.62782287597656
2017-04-11,138.22520446777344
2017-04-12,136.5679473876953
2017-04-13,135.74899291992188
2017-04-17,135.70083618164062
2017-04-18,135.7682342529297
2017-04-19,137.22315979003906
2017-04-20,141.21209716796875
2017-04-21,141.48190307617188
2017-04-24,141.73239135742188
2017-04-25,140.35455322265625
2017-04-26,140.4605255126953
2017-04-27,137.96505737304688
2017-04-28,136.95335388183594
2017-05-01,135.402099609375
2017-05-02,137.348388671875
2017-05-03,137.6085662841797
2017-05-04,139.5259552001953
2017-05-05,139.68972778320312
2017-05-08,141.60714721679688
2017-05-09,140.78814697265625
2017-05-10,140.8267364501953
2017-05-11,140.62440490722656
2017-05-12,139.7283172607422
2017-05-15,140.52796936035156
2017-05-16,139.94992065429688
2017-05-17,139.28509521484375
2017-05-18,143.09095764160156
2017-05-19,145.94293212890625
2017-05-22,141.99253845214844
2017-05-23,135.5273895263672
2017-05-24,128.16616821289062
2017-05-25,127.15447235107422
2017-05-26,129.2645721435547
2017-05-30,128.1372528076172
2017-05-31,128.75389099121094
2017-06-01,132.09730529785156
2017-06-02,132.77174377441406
2017-06-05,130.62315368652344
2017-06-06,126.50892639160156
2017-06-07,125.8537368774414
2017-06-08,121.32523345947266
2017-06-09,123.67620849609375
2017-06-12,126.17171478271484
2017-06-13,126.826904296875
2017-06-14,125.82482147216797
2017-06-15,126.36439514160156
2017-06-16,125.41053009033203
2017-06-19,124.87097930908203
2017-06-20,119.07064819335938
2017-06-21,115.78347778320312
2017-06-22,116.35222625732422
2017-06-23,115.42679595947266
2017-06-26,117.40293884277344
2017-06-27,117.56682586669922
2017-06-28,112.50594329833984
2017-06-29,111.86970520019531
2017-06-30,112.39026641845703
2017-07-03,114.14470672607422
2017-07-05,101.42017364501953
2017-07-06,99.44402313232422
2017-07-07,98.2583236694336
2017-07-10,97.52571105957031
2017-07-11,96.63883209228516
2017-07-12,97.30399322509766
2017-07-13,99.50186157226562
2017-07-14,98.36437225341797
2017-07-17,98.07514953613281
2017-07-18,96.68704986572266
2017-07-19,97.23653411865234
2017-07-20,99.51150512695312
2017-07-21,101.4780044555664
2017-07-24,99.45365142822266
2017-07-25,101.49727630615234
2017-07-26,102.85649871826172
2017-07-27,106.36538696289062
2017-07-28,106.24008178710938
2017-07-31,107.97526550292969
2017-08-01,109.9417495727539
2017-08-02,110.35625457763672
2017-08-03,106.5485610961914
2017-08-04,107.0112533569336
2017-08-07,105.54601287841797
2017-08-08,105.44961547851562
2017-08-09,105.24718475341797
2017-08-10,102.30705261230469
2017-08-11,103.47346496582031
2017-08-14,105.38213348388672
2017-08-15,83.94324493408203
