Date,Adj Close
2017-01-03,40.75410842895508
2017-01-04,41.64006423950195
2017-01-05,41.220401763916016
2017-01-06,41.12714767456055
2017-01-09,40.00804138183594
2017-01-10,40.75410842895508
2017-01-11,41.54679870605469
2017-01-12,40.33443832397461
2017-01-13,40.33443832397461
2017-01-17,38.88893127441406
2017-01-18,39.261959075927734
2017-01-19,39.401859283447266
2017-01-20,40.28780746459961
2017-01-23,40.28780746459961
2017-01-24,41.31365966796875
2017-01-25,42.75916290283203
2017-01-26,42.572654724121094
2017-01-27,42.05971908569336
2017-01-30,41.73332214355469
2017-01-31,42.05971908569336
2017-02-01,42.01310348510742
2017-02-02,41.82658004760742
2017-02-03,43.272098541259766
2017-02-06,43.03894805908203
2017-02-07,42.572654724121094
2017-02-08,42.01310348510742
2017-02-09,43.03894805908203
2017-02-10,43.3187255859375
2017-02-13,44.064796447753906
2017-02-14,44.39119338989258
2017-02-15,44.67097473144531
2017-02-16,45.277164459228516
2017-02-17,45.46367263793945
2017-02-21,45.65019989013672
2017-02-22,45.88334655761719
2017-02-23,45.88334655761719
2017-02-24,45.46367263793945
2017-02-27,45.65019989013672
2017-02-28,45.044010162353516
2017-03-01,44.76422882080078
2017-03-02,43.2254753112793
2017-03-03,43.78501510620117
2017-03-06,44.15804672241211
2017-03-07,43.64512634277344
2017-03-08,42.99231719970703
2017-03-09,42.8990592956543
2017-03-10,42.71253967285156
2017-03-13,43.3187255859375
2017-03-14,43.3653450012207
2017-03-15,43.64512634277344
2017-03-16,44.48446273803711
2017-03-17,44.437828063964844
2017-03-20,44.15804672241211
2017-03-21,41.52815246582031
2017-03-22,40.427696228027344
2017-03-23,40.56757354736328
2017-03-24,41.500179290771484
2017-03-27,41.64006423950195
2017-03-28,41.82658004760742
2017-03-29,41.49945068359375
2017-03-30,43.36878967285156
2017-03-31,43.08838653564453
2017-04-03,42.153709411621094
2017-04-04,42.38739013671875
2017-04-05,41.31251907348633
2017-04-06,41.77984619140625
2017-04-07,41.45271301269531
2017-04-10,41.73311996459961
2017-04-11,41.9667854309082
2017-04-12,41.12556838989258
2017-04-13,40.37784194946289
2017-04-17,40.98536682128906
2017-04-18,40.751708984375
2017-04-19,41.63964080810547
2017-04-20,42.761253356933594
2017-04-21,43.27532196044922
2017-04-24,44.350196838378906
2017-04-25,44.39693069458008
2017-04-26,45.985870361328125
2017-04-27,45.09794616699219
2017-04-28,44.023067474365234
2017-05-01,44.25672149658203
2017-05-02,43.74266052246094
2017-05-03,43.83612060546875
2017-05-04,44.06979751586914
2017-05-05,43.929595947265625
2017-05-08,44.06979751586914
2017-05-09,43.64919662475586
2017-05-10,43.555721282958984
2017-05-11,42.2471809387207
2017-05-12,41.73311996459961
2017-05-15,42.434112548828125
2017-05-16,42.94818878173828
2017-05-17,40.798458099365234
2017-05-18,41.0788459777832
2017-05-19,41.0788459777832
2017-05-22,41.49945068359375
2017-05-23,42.29393005371094
2017-05-24,42.29393005371094
2017-05-25,42.153709411621094
2017-05-26,41.826576232910156
2017-05-30,41.0788459777832
2017-05-31,40.518035888671875
2017-06-01,41.172306060791016
2017-06-02,41.31251907348633
2017-06-05,41.172306060791016
2017-06-06,41.032108306884766
2017-06-07,41.68636703491211
2017-06-08,43.135128021240234
2017-06-09,46.03260803222656
2017-06-12,45.23814010620117
2017-06-13,45.05120849609375
2017-06-14,45.05120849609375
2017-06-15,45.23814010620117
2017-06-16,44.67733383178711
2017-06-19,44.443668365478516
2017-06-20,43.9763298034668
2017-06-21,43.36878967285156
2017-06-22,43.08838653564453
2017-06-23,43.36878967285156
2017-06-26,43.32206344604492
2017-06-27,43.9763298034668
2017-06-28,45.10031509399414
2017-06-29,45.66232681274414
2017-06-30,45.147159576416016
2017-07-03,46.177486419677734
2017-07-05,45.94331741333008
2017-07-06,45.80282974243164
2017-07-07,46.08382034301758
2017-07-10,45.053489685058594
2017-07-11,44.772491455078125
2017-07-12,44.21049499511719
2017-07-13,44.257328033447266
2017-07-14,43.78899002075195
2017-07-17,43.88265609741211
2017-07-18,43.83583068847656
2017-07-19,44.11682891845703
2017-07-20,44.16366958618164
2017-07-21,43.9763298034668
2017-07-24,44.11682891845703
2017-07-25,44.21049499511719
2017-07-26,43.0396728515625
2017-07-27,43.22700119018555
2017-07-28,42.85232925415039
2017-07-31,42.89916229248047
2017-08-01,43.601661682128906
2017-08-02,42.89916229248047
2017-08-03,42.57133102416992
2017-08-04,43.32065963745117
2017-08-07,42.477664947509766
2017-08-08,42.758670806884766
2017-08-09,42.00933837890625
2017-08-10,40.88534927368164
2017-08-11,40.510677337646484
2017-08-14,42.243499755859375
2017-08-15,42.00933837890625
2017-08-16,42.149837493896484
2017-08-17,40.8385124206543
2017-08-18,40.604331970214844
2017-08-21,40.698001861572266
2017-08-22,40.979007720947266
