,Date,Adj Close,daily_return
0,2017-01-03,36.99653625488281,
1,2017-01-04,37.71859359741211,0.01951689038008242
2,2017-01-05,37.78736114501953,0.001823173693627389
3,2017-01-06,37.58965301513672,-0.005232123225648144
4,2017-01-09,37.039527893066406,-0.01463501463684136
5,2017-01-10,37.10827255249024,0.001855980983945127
6,2017-01-11,36.97075271606445,-0.00370590779269675
7,2017-01-12,37.06530380249024,0.002557456353456944
8,2017-01-13,36.97075271606445,-0.002550932455042676
9,2017-01-17,37.10827255249024,0.0037196926306029
10,2017-01-18,37.34896469116211,0.006486212429624771
11,2017-01-19,36.79024505615234,-0.01495944103484037
12,2017-01-20,36.93637466430664,0.003971966153834217
13,2017-01-23,37.65841674804688,0.019548266182116247
14,2017-01-24,37.80455017089844,0.0038804983180589225
15,2017-01-25,37.30599212646485,-0.013187778777417392
16,2017-01-26,36.9879264831543,-0.008525859390961399
17,2017-01-27,36.61831665039063,-0.009992715675262276
18,2017-01-30,36.326053619384766,-0.007981334417860197
19,2017-01-31,36.9019889831543,0.015854608645465174
20,2017-02-01,36.38623428344727,-0.013976338780613329
21,2017-02-02,36.53236389160156,0.0040160684674304115
22,2017-02-03,36.87619018554688,0.009411553409615525
23,2017-02-06,36.97935104370117,0.002797492301542581
24,2017-02-07,36.549564361572266,-0.01162234246947702
25,2017-02-08,37.07389831542969,0.014345833199826075
26,2017-02-09,37.12546920776367,0.0013910296644612519
27,2017-02-10,37.73577499389648,0.016439005328589218
28,2017-02-13,37.495094299316406,-0.006378050924328416
29,2017-02-14,37.32318115234375,-0.004584950383116904
30,2017-02-15,37.039527893066406,-0.007599921831945244
31,2017-02-16,37.15127182006836,0.0030168831342709534
32,2017-02-17,37.134071350097656,-0.00046298468741556853
33,2017-02-21,38.31169509887695,0.03171275612837432
34,2017-02-22,37.916290283203125,-0.010320734038348989
35,2017-02-23,37.99365997314453,0.0020405395507714363
36,2017-02-24,37.93348693847656,-0.0015837651521464213
37,2017-02-27,38.10540390014648,0.004532063238708917
38,2017-02-28,37.82174301147461,-0.007444111848681323
39,2017-03-01,37.64122772216797,-0.004772791387532727
40,2017-03-02,37.039527893066406,-0.01598512762502713
41,2017-03-03,36.953556060791016,-0.002321083371353727
42,2017-03-06,36.69567489624024,-0.006978520933859311
43,2017-03-07,36.39482879638672,-0.008198407597194701
44,2017-03-08,35.77593231201172,-0.017005066511988742
45,2017-03-09,35.071067810058594,-0.019702197997408133
46,2017-03-10,35.397708892822266,0.009313690832931876
